individual_id,jar,species,treatment,week,final_length,initial_length,final_width,initial_width
2Wh,43,Pacific,7.7C,2,NA,1.62,NA,1.11
2Wh,51,Olympia,8.0C,2,1.61,1.47,1.37,1.34
2Wh,51,Pacific,8.0C,2,1.94,1.88,1.47,1.36
2Wh,52,Olympia,7.7A0.2,2,1.48,1.52,1.15,1.17
2Wh,52,Pacific,7.7A0.2,2,1.47,1.38,1.33,1.26
2Wh,54,Olympia,8.0C,2,1.66,1.67,1.19,1.2
2Wh,54,Pacific,8.0C,2,1.62,1.56,1.13,1.14
2Wh,55,Olympia,7.7A0.2,2,1.81,2.06,1.26,1.48
2Wh,55,Pacific,7.7A0.2,2,NA,1.36,NA,1.08
2Wh,61,Olympia,7.7A0.5,2,1.53,1.56,1.24,1.3
2Wh,61,Pacific,7.7A0.5,2,1.24,1.24,0.8,0.85
2Wh,63,Olympia,7.7C,2,1.3,1.35,0.92,0.96
2Wh,63,Pacific,7.7C,2,NA,1.01,NA,0.81
2Wh,69,Olympia,8.0A0.2,2,1.82,1.74,1.3,1.28
2Wh,69,Pacific,8.0A0.2,2,1.43,1.41,1.12,1.17
2Wh,71,Olympia,7.7A0.5,2,1.34,1.35,1.1,1.09
2Wh,71,Pacific,7.7A0.5,2,NA,0.96,NA,0.8
2Wh,76,Olympia,7.7C,2,1.63,1.51,1.46,1.4
2Wh,76,Pacific,7.7C,2,1.09,1.07,0.68,0.63
3Bk,1,Pacific,7.7A0.2,2,NA,1.34,NA,1.07
3Bl,1,Olympia,7.7A0.2,2,1.22,1.55,0.92,1.21
3Bl,2,Olympia,8.0C,2,1.87,1.89,1.34,1.4
3Bl,2,Pacific,8.0C,2,NA,1.41,NA,1.1
3Bl,3,Olympia,8.0A0.2,2,NA,1.92,NA,1.57
3Bl,3,Pacific,8.0A0.2,2,1.38,1.23,1.13,0.87
3Bl,5,Olympia,8.0A0.2,2,1.74,2.24,1.3,1.68
3Bl,5,Pacific,8.0A0.2,2,NA,1.56,NA,1.03
3Bl,6,Olympia,7.7C,2,1.53,1.9,1.21,1.59
3Bl,6,Pacific,7.7C,2,NA,1.58,NA,1.13
3Bl,16,Olympia,7.7A0.5,2,1.76,1.8,1.31,1.38
3Bl,16,Pacific,7.7A0.5,2,1.75,1.79,0.83,0.8
3Bl,17,Olympia,7.7A0.2,2,1.84,2.26,1.25,1.52
3Bl,17,Pacific,7.7A0.2,2,1.37,1.27,1.17,1.15
3Bl,20,Olympia,7.7C,2,1.14,1.66,0.95,1.13
3Bl,20,Pacific,7.7C,2,1.9,1.74,1.13,1.1
3Bl,22,Olympia,8.0C,2,1.89,1.79,1.15,1.17
3Bl,22,Pacific,8.0C,2,1.66,1.67,1.45,1.47
3Bl,24,Olympia,7.7A0.5,2,1.3,1.61,0.98,1.26
3Bl,24,Pacific,7.7A0.5,2,NA,1.58,NA,1.3
3Bl,25,Olympia,8.0A0.2,2,2.27,2.24,1.8,1.76
3Bl,25,Pacific,8.0A0.2,2,1.49,1.6,1.12,1.15
3Bl,28,Olympia,8.0A0.2,2,NA,1.66,NA,1.22
3Bl,28,Pacific,8.0A0.2,2,1.34,1.27,0.87,0.78
3Bl,38,Olympia,8.0C,2,1.76,1.69,1.35,1.28
3Bl,38,Pacific,8.0C,2,1.84,1.71,1.12,1.08
3Bl,39,Olympia,7.7A0.5,2,1.83,1.6,1.31,1.31
3Bl,39,Pacific,7.7A0.5,2,1.42,1.47,1.03,1.08
3Bl,42,Olympia,7.7A0.2,2,1.37,2.31,0.94,1.83
3Bl,42,Pacific,7.7A0.2,2,1.28,1.21,0.9,0.84
3Bl,43,Olympia,7.7C,2,1.75,1.68,1.5,1.28
3Bl,43,Pacific,7.7C,2,1.13,1.11,0.77,0.77
3Bl,51,Olympia,8.0C,2,1.86,1.84,1.67,1.48
3Bl,51,Pacific,8.0C,2,1.73,1.77,1.04,1.07
3Bl,52,Olympia,7.7A0.2,2,1.49,1.37,1.02,1.02
3Bl,52,Pacific,7.7A0.2,2,1.6,1.59,1.38,1.19
3Bl,54,Olympia,8.0C,2,2.14,NA,1.72,1.6
3Bl,54,Pacific,8.0C,2,1.61,1.62,1.21,1.22
3Bl,55,Olympia,7.7A0.2,2,1.23,1.5,1.18,1.19
3Bl,55,Pacific,7.7A0.2,2,1.38,1.4,1,0.99
3Bl,61,Olympia,7.7A0.5,2,1.47,1.81,0.99,1.24
3Bl,61,Pacific,7.7A0.5,2,2.01,1.93,1.19,1.17
3Bl,63,Olympia,7.7C,2,1.9,2.04,1.46,1.68
3Bl,63,Pacific,7.7C,2,NA,2.06,NA,1.42
3Bl,69,Olympia,8.0A0.2,2,2.5,2.37,2.04,1.8
3Bl,69,Pacific,8.0A0.2,2,NA,1.7,NA,1
3Bl,71,Olympia,7.7A0.5,2,2.03,2.01,1.41,1.38
3Bl,71,Pacific,7.7A0.5,2,NA,1,NA,0.7
3Bl,76,Olympia,7.7C,2,1.67,1.64,1.34,1.34
3Bl,76,Pacific,7.7C,2,1.57,1.54,1.2,1.09
3Gr,1,Olympia,7.7A0.2,2,1.41,1.68,1.13,1.4
3Gr,1,Pacific,7.7A0.2,2,1.51,1.58,1.16,1.19
3Gr,2,Olympia,8.0C,2,2.06,2.06,1.64,1.48
3Gr,2,Pacific,8.0C,2,1.62,1.63,0.9,0.89
3Gr,3,Olympia,8.0A0.2,2,1.87,2.35,1.17,1.46
3Gr,3,Pacific,8.0A0.2,2,1.85,1.93,1.2,1.19
3Gr,5,Olympia,8.0A0.2,2,NA,1.66,NA,1.56
3Gr,5,Pacific,8.0A0.2,2,NA,1.42,NA,1.16
3Gr,6,Olympia,7.7C,2,2.14,2.13,1.72,1.68
3Gr,6,Pacific,7.7C,2,NA,1.84,NA,1.32
3Gr,16,Olympia,7.7A0.5,2,1.96,1.97,1.58,1.53
3Gr,16,Pacific,7.7A0.5,2,1.53,1.54,1.13,1.08
3Gr,17,Olympia,7.7A0.2,2,2.08,2.06,1.57,1.53
3Gr,17,Pacific,7.7A0.2,2,1.5,1.45,1.07,1
3Gr,20,Olympia,7.7C,2,1.98,2.01,1.5,1.49
3Gr,20,Pacific,7.7C,2,2.47,1.93,1.64,1.36
3Gr,22,Olympia,8.0C,2,1.97,1.69,1.9,1.48
3Gr,22,Pacific,8.0C,2,1.44,1.53,0.97,1.01
3Gr,24,Olympia,7.7A0.5,2,2.18,2.28,1.47,1.37
3Gr,24,Pacific,7.7A0.5,2,1.63,1.71,1.28,1.39
3Gr,25,Olympia,8.0A0.2,2,2,2.02,1.36,1.37
3Gr,25,Pacific,8.0A0.2,2,2.12,2.16,1.28,1.28
3Gr,28,Olympia,8.0A0.2,2,1.52,1.86,1.09,1.36
3Gr,28,Pacific,8.0A0.2,2,NA,1.42,NA,1.25
3Gr,38,Olympia,8.0C,2,2.04,1.68,1.9,1.86
3Gr,38,Pacific,8.0C,2,2.1,1.6,1.62,1.34
3Gr,39,Olympia,7.7A0.5,2,2.36,2.07,1.59,1.51
3Gr,39,Pacific,7.7A0.5,2,1.37,1.44,1.11,1.14
3Gr,42,Olympia,7.7A0.2,2,2.06,1.84,1.77,1.54
3Gr,42,Pacific,7.7A0.2,2,1.48,1.45,1.35,1.27
3Gr,43,Olympia,7.7C,2,2.32,2.05,1.66,1.47
3Gr,43,Pacific,7.7C,2,1.37,1.21,1.18,0.98
3Gr,51,Olympia,8.0C,2,2,1.92,1.63,1.5
3Gr,51,Pacific,8.0C,2,1.92,1.73,1.14,1.11
3Gr,52,Olympia,7.7A0.2,2,NA,2.03,NA,1.64
3Gr,52,Pacific,7.7A0.2,2,1.83,1.84,1.43,1.28
3Gr,54,Olympia,8.0C,2,1.97,1.97,1.52,1.55
3Gr,54,Pacific,8.0C,2,1.64,2.08,1.08,1.44
3Gr,55,Olympia,7.7A0.2,2,1,1.17,0.79,0.97
3Gr,55,Pacific,7.7A0.2,2,NA,1.34,NA,0.97
3Gr,61,Olympia,7.7A0.5,2,2.17,2.08,1.62,1.63
3Gr,61,Pacific,7.7A0.5,2,2.06,1.79,1.67,1.44
3Gr,63,Olympia,7.7C,2,2.13,2.22,1.54,1.67
3Gr,63,Pacific,7.7C,2,NA,1.31,NA,1.09
3Gr,69,Olympia,8.0A0.2,2,2.34,2.22,1.66,1.56
3Gr,69,Pacific,8.0A0.2,2,NA,1.85,NA,1.37
3Gr,71,Olympia,7.7A0.5,2,1.34,1.21,1.05,1.04
3Gr,71,Pacific,7.7A0.5,2,1.08,1.02,0.83,0.78
3Gr,76,Olympia,7.7C,2,2.22,2.12,1.9,1.45
3Gr,76,Pacific,7.7C,2,1.28,1.2,1.06,0.96
3Or,25,Pacific,8.0A0.2,2,NA,1.52,NA,0.99
3Or,51,Pacific,8.0C,2,1.91,1.8,1.41,1.34
3Or,52,Pacific,7.7A0.2,2,1.61,1.66,1.14,1.13
3Or,54,Pacific,8.0C,2,1.75,1.69,1.06,1.08
3Or,55,Pacific,7.7A0.2,2,1.79,1.88,1.21,1.3
3Or,61,Olympia,7.7A0.5,2,2.01,1.79,1.49,1.53
3Or,61,Pacific,7.7A0.5,2,1.97,2.03,1.12,1.15
3Or,63,Olympia,7.7C,2,2.16,2.15,1.76,1.78
3Or,63,Pacific,7.7C,2,NA,1.75,NA,1.41
3Or,69,Olympia,8.0A0.2,2,2.13,2.05,1.87,2.01
3Or,69,Pacific,8.0A0.2,2,1.37,1.35,1.14,1.02
3Or,71,Olympia,7.7A0.5,2,2.26,2.23,1.68,1.77
3Or,71,Pacific,7.7A0.5,2,1.09,1.04,0.8,0.84
3Or,76,Olympia,7.7C,2,2.02,1.89,2.02,1.95
3Or,76,Pacific,7.7C,2,1.81,1.83,1.24,1.25
3Pk,1,Olympia,7.7A0.2,2,1.24,1.49,0.98,1.25
3Pk,1,Pacific,7.7A0.2,2,1.95,1.98,1.26,1.14
3Pk,2,Olympia,8.0C,2,1.8,1.75,1.27,1.41
3Pk,2,Pacific,8.0C,2,NA,1.26,NA,1.1
3Pk,3,Olympia,8.0A0.2,2,NA,2.17,NA,1.89
3Pk,3,Pacific,8.0A0.2,2,NA,1.56,NA,1.17
3Pk,5,Olympia,8.0A0.2,2,1.61,1.97,1.21,1.5
3Pk,5,Pacific,8.0A0.2,2,NA,1.9,NA,0.14
3Pk,6,Olympia,7.7C,2,1.89,1.91,1.47,1.6
3Pk,6,Pacific,7.7C,2,NA,1.85,NA,1.2
3Pk,16,Olympia,7.7A0.5,2,1.87,1.88,1.35,1.33
3Pk,16,Pacific,7.7A0.5,2,1.69,1.66,1.12,1.06
3Pk,17,Olympia,7.7A0.2,2,1.94,1.81,1.3,1.29
3Pk,17,Pacific,7.7A0.2,2,1.31,1.26,1.12,1.07
3Pk,20,Olympia,7.7C,2,1.99,1.85,1.38,1.42
3Pk,20,Pacific,7.7C,2,1.79,1.75,1.55,1.35
3Pk,22,Olympia,8.0C,2,1.44,1.66,1.24,1.6
3Pk,22,Pacific,8.0C,2,1.77,1.7,1.26,1.17
3Pk,24,Olympia,7.7A0.5,2,NA,1.63,NA,1.46
3Pk,24,Pacific,7.7A0.5,2,1.6,1.61,1.21,1.18
3Pk,25,Olympia,8.0A0.2,2,1.95,1.81,1.69,1.62
3Pk,25,Pacific,8.0A0.2,2,1.46,1.51,1.03,1.09
3Pk,28,Olympia,8.0A0.2,2,NA,1.66,NA,1.29
3Pk,28,Pacific,8.0A0.2,2,1.98,1.71,1.3,1.18
3Pk,38,Olympia,8.0C,2,1.84,1.79,1.2,1.16
3Pk,38,Pacific,8.0C,2,1.64,1.39,1.15,1.03
3Pk,39,Olympia,7.7A0.5,2,1.59,1.78,1.21,1.37
3Pk,39,Pacific,7.7A0.5,2,1.48,1.65,1.16,1.4
3Pk,42,Olympia,7.7A0.2,2,1.59,1.9,1.38,1.68
3Pk,42,Pacific,7.7A0.2,2,1.52,1.32,0.91,0.88
3Pk,43,Olympia,7.7C,2,1.55,1.46,1.21,1.28
3Pk,43,Pacific,7.7C,2,1.18,1.2,1.11,1.18
3Pk,51,Olympia,8.0C,2,1.73,2.02,1.23,1.43
3Pk,52,Olympia,7.7A0.2,2,NA,1.53,NA,1.3
3Pk,54,Olympia,8.0C,2,1.74,1.72,1.11,1.12
3Pk,55,Olympia,7.7A0.2,2,1.4,1.67,1.18,1.42
3Pu,1,Olympia,7.7A0.2,2,1.23,1.54,1.06,1.24
3Pu,1,Pacific,7.7A0.2,2,NA,1.57,NA,0.96
3Pu,2,Olympia,8.0C,2,1.64,1.77,1.41,1.38
3Pu,2,Pacific,8.0C,2,NA,1.22,NA,0.88
3Pu,3,Olympia,8.0A0.2,2,2.19,2.11,1.56,1.39
3Pu,3,Pacific,8.0A0.2,2,1.25,1.33,0.8,0.85
3Pu,5,Olympia,8.0A0.2,2,1.59,2.12,1.29,1.64
3Pu,5,Pacific,8.0A0.2,2,NA,1.62,NA,1.28
3Pu,6,Olympia,7.7C,2,1.76,1.89,1.22,1.2
3Pu,6,Pacific,7.7C,2,1.56,1.99,1.02,1.46
3Pu,16,Olympia,7.7A0.5,2,1.94,1.9,1.6,1.58
3Pu,16,Pacific,7.7A0.5,2,1.66,1.69,1.12,1.09
3Pu,17,Olympia,7.7A0.2,2,2.27,2,1.29,1.34
3Pu,17,Pacific,7.7A0.2,2,1.64,1.68,1.03,1.06
3Pu,20,Olympia,7.7C,2,2.32,2.31,1.57,1.56
3Pu,20,Pacific,7.7C,2,1.85,1.67,1.4,1.29
3Pu,22,Olympia,8.0C,2,1.81,1.71,1.27,1.21
3Pu,22,Pacific,8.0C,2,1.88,1.72,1.34,1.32
3Pu,24,Olympia,7.7A0.5,2,1.88,1.98,1.61,1.62
3Pu,24,Pacific,7.7A0.5,2,1.74,1.42,1.2,1.29
3Pu,25,Olympia,8.0A0.2,2,1.83,1.87,1.7,1.66
3Pu,25,Pacific,8.0A0.2,2,1.86,1.83,1.28,1.25
3Pu,28,Olympia,8.0A0.2,2,NA,2,NA,1.55
3Pu,28,Pacific,8.0A0.2,2,1.68,1.4,1.11,0.94
3Pu,38,Olympia,8.0C,2,2.25,2.22,1.9,1.84
3Pu,38,Pacific,8.0C,2,1.83,1.74,1.13,1.07
3Pu,39,Olympia,7.7A0.5,2,1.37,1.63,1.09,1.29
3Pu,39,Pacific,7.7A0.5,2,1.82,1.99,1.2,1.14
3Pu,42,Olympia,7.7A0.2,2,1.83,1.79,1.65,1.62
3Pu,42,Pacific,7.7A0.2,2,NA,1.49,NA,1.13
3Pu,43,Olympia,7.7C,2,1.69,1.71,1.19,1.14
3Pu,43,Pacific,7.7C,2,1.24,1.17,0.9,0.9
3Pu,51,Olympia,8.0C,2,1.93,1.9,1.73,1.57
3Pu,51,Pacific,8.0C,2,1.88,1.68,1.01,1.08
3Pu,52,Olympia,7.7A0.2,2,1.61,1.67,1.17,1.17
3Pu,52,Pacific,7.7A0.2,2,1.47,1.43,0.95,0.91
3Pu,54,Olympia,8.0C,2,1.68,1.74,1.14,1.12
3Pu,54,Pacific,8.0C,2,2,1.68,1.45,1.15
3Pu,55,Olympia,7.7A0.2,2,1.32,1.55,0.95,1.13
3Pu,55,Pacific,7.7A0.2,2,NA,1.55,NA,1.14
3Pu,61,Olympia,7.7A0.5,2,1.76,1.74,1.28,1.39
3Pu,61,Pacific,7.7A0.5,2,1.91,1.83,1.37,1.3
3Pu,63,Olympia,7.7C,2,1.5,1.58,1.23,1.25
3Pu,63,Pacific,7.7C,2,NA,1.55,NA,1.31
3Pu,69,Olympia,8.0A0.2,2,1.61,1.89,1.19,1.36
3Pu,69,Pacific,8.0A0.2,2,1.31,1.04,1.12,0.93
3Pu,71,Olympia,7.7A0.5,2,1.38,1.37,1,1
3Pu,71,Pacific,7.7A0.5,2,1.27,0.99,0.99,0.85
3Pu,76,Olympia,7.7C,2,2.31,2.33,1.62,1.42
3Pu,76,Pacific,7.7C,2,2.05,1.98,1.57,1.55
3Rd,1,Olympia,7.7A0.2,2,0.96,NA,0.81,NA
3Rd,51,Pacific,8.0C,2,2.08,2.09,1.45,1.5
3Rd,52,Pacific,7.7A0.2,2,NA,1.65,NA,1.09
3Rd,54,Pacific,8.0C,2,1.79,1.71,1.51,1.33
3Rd,55,Pacific,7.7A0.2,2,NA,1.85,NA,1.29
3Rd,61,Olympia,7.7A0.5,2,1.73,1.75,1.7,1.69
3Rd,61,Pacific,7.7A0.5,2,1.76,1.61,1.13,1.18
3Rd,63,Olympia,7.7C,2,1.54,1.54,1.26,1.28
3Rd,63,Pacific,7.7C,2,NA,1.69,NA,1.38
3Rd,69,Olympia,8.0A0.2,2,1.91,1.88,1.44,1.42
3Rd,69,Pacific,8.0A0.2,2,NA,1.68,NA,1.18
3Rd,71,Olympia,7.7A0.5,2,1.51,1.73,1.2,1.39
3Rd,71,Pacific,7.7A0.5,2,NA,1.11,NA,0.96
3Rd,76,Olympia,7.7C,2,1.81,1.8,1.72,1.67
3Rd,76,Pacific,7.7C,2,1.79,1.67,1.33,1.13
3Si,51,Pacific,8.0C,2,1.53,1.56,1.26,1.02
3Si,52,Pacific,7.7A0.2,2,NA,1.62,NA,1.15
3Si,54,Pacific,8.0C,2,2.02,2.13,1.42,1.13
3Si,55,Pacific,7.7A0.2,2,NA,1.87,NA,1.4
3Si,61,Olympia,7.7A0.5,2,1.64,1.66,1.44,1.21
3Si,61,Pacific,7.7A0.5,2,1.95,1.78,1.48,1.42
3Si,63,Olympia,7.7C,2,1.78,1.69,1.54,1.75
3Si,63,Pacific,7.7C,2,NA,1.22,NA,0.84
3Si,69,Olympia,8.0A0.2,2,2.21,2.14,1.75,1.58
3Si,69,Pacific,8.0A0.2,2,NA,1.54,NA,0.92
3Si,71,Olympia,7.7A0.5,2,NA,2.36,NA,1.83
3Si,71,Pacific,7.7A0.5,2,1.22,1.04,0.89,0.84
3Si,76,Olympia,7.7C,2,1.98,1.95,1.42,1.34
3Si,76,Pacific,7.7C,2,1.32,1.23,1.11,1.11
3Wh,71,Olympia,7.7A0.5,2,2.3,NA,1.82,NA
1Bk,4,Olympia,8.0A0.2,4,NA,1.52,NA,1.32
1Bk,7,Olympia,8.0A0.2,4,NA,1.68,NA,1.62
1Bk,7,Pacific,8.0A0.2,4,NA,1.24,NA,0.94
1Bk,8,Olympia,7.7A0.2,4,1.21,1.21,0.92,0.95
1Bk,8,Pacific,7.7A0.2,4,0.96,1,0.86,0.79
1Bk,10,Olympia,7.7A0.2,4,1.8,2.02,1.31,1.64
1Bk,10,Pacific,7.7A0.2,4,1.51,1.34,1.13,1.04
1Bk,13,Olympia,7.7A0.2,4,1.36,1.33,0.97,0.95
1Bk,13,Pacific,7.7A0.2,4,1.07,0.98,0.91,0.79
1Bk,14,Olympia,7.7C,4,1.3,1.35,1.1,1.07
1Bk,14,Pacific,7.7C,4,1.44,1.38,1.12,1.17
1Bk,19,Olympia,7.7A0.5,4,1.14,1.09,0.94,0.94
1Bk,19,Pacific,7.7A0.5,4,1.3,1.24,1.2,1.07
1Bk,21,Olympia,7.7A0.2,4,NA,1.35,NA,0.97
1Bk,21,Pacific,7.7A0.2,4,NA,1.18,NA,0.95
1Bk,23,Olympia,8.0A0.2,4,NA,1.26,NA,1.09
1Bk,23,Pacific,8.0A0.2,4,NA,0.79,NA,0.62
1Bk,31,Olympia,8.0C,4,1.24,1.25,1.08,1.05
1Bk,31,Pacific,8.0C,4,1.3,1.3,1,1.01
1Bk,32,Olympia,7.7C,4,1.43,1.23,0.94,0.94
1Bk,32,Pacific,7.7C,4,1.52,1.31,0.98,0.93
1Bk,40,Olympia,8.0C,4,1.34,1.34,1.17,1.01
1Bk,40,Pacific,8.0C,4,1,1,0.77,0.7
1Bk,44,Olympia,7.7C,4,NA,1.63,NA,1.37
1Bk,44,Pacific,7.7C,4,0.86,1.06,0.75,0.74
1Bk,45,Olympia,7.7A0.5,4,1.48,1.47,0.97,1
1Bk,45,Pacific,7.7A0.5,4,1.1,1.01,0.74,0.83
1Bk,46,Olympia,8.0C,4,1.98,1.87,1.58,1.43
1Bk,46,Pacific,8.0C,4,1.21,1.2,1.04,0.95
1Bk,49,Olympia,8.0A0.2,4,1.17,1.19,0.97,1.05
1Bk,49,Pacific,8.0A0.2,4,NA,1.21,NA,0.78
1Bk,56,Olympia,7.7A0.5,4,1.19,1.23,1.01,0.96
1Bk,82,Olympia,8.0C,4,1.05,NA,0.89,NA
1Bl,4,Olympia,8.0A0.2,4,NA,1.38,NA,1
1Bl,7,Olympia,8.0A0.2,4,NA,1.51,NA,1.22
1Bl,7,Pacific,8.0A0.2,4,NA,1.03,NA,0.73
1Bl,8,Olympia,7.7A0.2,4,1.27,1.22,0.96,0.87
1Bl,8,Pacific,7.7A0.2,4,1.11,1.11,1.02,0.97
1Bl,10,Olympia,7.7A0.2,4,1.66,1.53,1.42,1.21
1Bl,10,Pacific,7.7A0.2,4,NA,1.03,NA,0.79
1Bl,13,Olympia,7.7A0.2,4,NA,1.66,NA,1.45
1Bl,13,Pacific,7.7A0.2,4,1.16,1.09,0.91,0.65
1Bl,14,Olympia,7.7C,4,NA,1.17,NA,1.06
1Bl,14,Pacific,7.7C,4,1.62,1.38,0.97,0.84
1Bl,19,Olympia,7.7A0.5,4,1.56,1.07,1.21,0.94
1Bl,19,Pacific,7.7A0.5,4,NA,1.17,NA,0.79
1Bl,21,Olympia,7.7A0.2,4,1.27,1.28,0.98,0.98
1Bl,21,Pacific,7.7A0.2,4,NA,1.24,NA,0.88
1Bl,23,Olympia,8.0A0.2,4,NA,1.28,NA,1.04
1Bl,23,Pacific,8.0A0.2,4,NA,0.81,NA,0.52
1Bl,31,Olympia,8.0C,4,1.22,1.22,0.85,0.85
1Bl,31,Pacific,8.0C,4,0.94,0.91,0.6,0.59
1Bl,32,Olympia,7.7C,4,1.07,1.1,0.8,0.74
1Bl,32,Pacific,7.7C,4,1.03,0.95,0.6,0.54
1Bl,40,Olympia,8.0C,4,1.49,1.48,0.96,1
1Bl,40,Pacific,8.0C,4,0.98,0.78,1.01,0.61
1Bl,44,Olympia,7.7C,4,1.68,1.62,1.32,1.26
1Bl,44,Pacific,7.7C,4,1.18,1.03,0.94,0.81
1Bl,45,Olympia,7.7A0.5,4,1.72,1.67,1.33,1.4
1Bl,45,Pacific,7.7A0.5,4,1.32,1.31,0.93,0.86
1Bl,46,Olympia,8.0C,4,1.85,1.8,2.41,2.35
1Bl,46,Pacific,8.0C,4,0.9,0.87,0.62,0.57
1Bl,49,Olympia,8.0A0.2,4,1.56,1.57,1.25,1.3
1Bl,49,Pacific,8.0A0.2,4,1.3,1.31,1.03,0.79
1Bl,56,Olympia,7.7A0.5,4,1.02,1.06,0.81,0.83
1Bl,56,Pacific,7.7A0.5,4,1.23,1.14,0.98,0.65
1Bl,59,Olympia,7.7C,4,1.24,1.26,0.95,0.97
1Bl,59,Pacific,7.7C,4,1.22,1.08,0.95,0.84
1Bl,62,Olympia,7.7A0.5,4,1.81,1.7,1.32,1.24
1Bl,62,Pacific,7.7A0.5,4,NA,0.99,NA,0.72
1Bl,75,Olympia,7.7C,4,1.66,1.62,1.26,1.62
1Bl,75,Pacific,7.7C,4,1.12,0.97,0.83,0.69
1Bl,78,Olympia,8.0C,4,1.87,1.95,1.4,1.46
1Bl,78,Pacific,8.0C,4,1.06,1.13,0.6,0.75
1Bl,80,Olympia,8.0A0.2,4,NA,2.09,NA,1.62
1Bl,80,Pacific,8.0A0.2,4,NA,1.17,NA,0.79
1Bl,82,Olympia,8.0C,4,NA,1.47,NA,1.3
1Bl,82,Pacific,8.0C,4,NA,1.49,NA,1.03
1Bl,83,Olympia,7.7A0.2,4,1.5,1.51,1.19,1.21
1Bl,83,Pacific,7.7A0.2,4,NA,1.66,NA,0.91
1Bl,85,Olympia,7.7A0.5,4,1.25,1.27,0.96,0.97
1Bl,85,Pacific,7.7A0.5,4,NA,1.31,NA,0.93
1Gr,4,Olympia,8.0A0.2,4,NA,1.25,NA,0.99
1Gr,7,Olympia,8.0A0.2,4,NA,1.7,NA,1.55
1Gr,7,Pacific,8.0A0.2,4,NA,1.03,NA,0.73
1Gr,8,Olympia,7.7A0.2,4,1.11,1.11,0.85,0.87
1Gr,8,Pacific,7.7A0.2,4,1.67,1.52,1.17,0.98
1Gr,10,Olympia,7.7A0.2,4,1.02,1.15,0.76,0.82
1Gr,10,Pacific,7.7A0.2,4,1.06,1.08,0.79,0.76
1Gr,13,Olympia,7.7A0.2,4,1.59,1.58,1.18,1.11
1Gr,13,Pacific,7.7A0.2,4,1.36,1.34,0.92,1.01
1Gr,14,Olympia,7.7C,4,2.25,1.09,1.77,0.87
1Gr,14,Pacific,7.7C,4,1.19,1.03,0.93,0.86
1Gr,19,Olympia,7.7A0.5,4,1.74,1.58,1.12,1.07
1Gr,19,Pacific,7.7A0.5,4,1.24,1.23,0.86,0.79
1Gr,21,Olympia,7.7A0.2,4,1.42,1.39,1.03,1
1Gr,21,Pacific,7.7A0.2,4,1.21,1.12,0.9,0.77
1Gr,23,Olympia,8.0A0.2,4,NA,1.29,NA,1.07
1Gr,23,Pacific,8.0A0.2,4,NA,0.79,NA,0.67
1Gr,31,Olympia,8.0C,4,NA,1.11,NA,0.87
1Gr,31,Pacific,8.0C,4,NA,0.84,NA,0.58
1Gr,32,Olympia,7.7C,4,1.38,1.38,1.03,1.02
1Gr,32,Pacific,7.7C,4,0.9,0.88,0.8,0.74
1Gr,40,Olympia,8.0C,4,1.34,1.33,1.07,1.08
1Gr,40,Pacific,8.0C,4,1.05,0.92,0.58,0.56
1Gr,44,Olympia,7.7C,4,NA,1.64,NA,1.47
1Gr,44,Pacific,7.7C,4,1.04,1.13,0.77,0.72
1Gr,45,Olympia,7.7A0.5,4,1.5,1.49,1.33,1.33
1Gr,45,Pacific,7.7A0.5,4,1.13,1.14,0.78,0.78
1Gr,46,Olympia,8.0C,4,1.96,1.9,1.63,1.46
1Gr,46,Pacific,8.0C,4,0.75,0.76,0.48,0.49
1Gr,49,Olympia,8.0A0.2,4,1.61,1.51,1.23,0.96
1Gr,49,Pacific,8.0A0.2,4,1.16,0.93,0.8,0.9
1Gr,56,Olympia,7.7A0.5,4,0.98,0.97,0.88,0.88
1Gr,56,Pacific,7.7A0.5,4,1.49,0.9,0.92,0.58
1Gr,59,Olympia,7.7C,4,1.5,1.45,1.21,1.18
1Gr,59,Pacific,7.7C,4,1,1,0.67,0.65
1Gr,62,Olympia,7.7A0.5,4,1.26,1.25,0.96,0.93
1Gr,75,Olympia,7.7C,4,1.73,1.71,1.39,1.71
1Gr,75,Pacific,7.7C,4,0.99,0.99,0.66,0.72
1Gr,78,Olympia,8.0C,4,1.43,1.47,1.13,1.18
1Gr,78,Pacific,8.0C,4,1.13,1.22,0.81,0.9
1Gr,80,Olympia,8.0A0.2,4,NA,1.69,NA,1.43
1Gr,80,Pacific,8.0A0.2,4,NA,1.16,NA,0.75
1Gr,82,Olympia,8.0C,4,NA,1.44,NA,1.02
1Gr,82,Pacific,8.0C,4,1.08,1.14,0.76,0.73
1Gr,83,Olympia,7.7A0.2,4,1.48,1.49,1.2,1.21
1Gr,83,Pacific,7.7A0.2,4,0.99,1.17,0.94,0.79
1Gr,85,Olympia,7.7A0.5,4,1.78,1.75,1.54,1.51
1Gr,85,Pacific,7.7A0.5,4,1.53,1.14,0.86,1.02
1Or,4,Olympia,8.0A0.2,4,NA,1.15,NA,0.83
1Or,7,Olympia,8.0A0.2,4,NA,1.34,NA,1.2
1Or,7,Pacific,8.0A0.2,4,NA,1.51,NA,1.02
1Or,8,Olympia,7.7A0.2,4,NA,1.14,NA,1.09
1Or,8,Pacific,7.7A0.2,4,0.97,1.03,0.82,0.79
1Or,10,Olympia,7.7A0.2,4,1.5,1.47,1.17,1.16
