image_id,individual_id,initial/final,jar,length_cm,length_pixels,pixels_per_cm,replicate,species,treatment,week,width_cm,width_pixels
IMG_9946,1Pu,initial,60,1.17,105.11,89.66666667,4,Pacific,7.7C,6,0.65,58.6
IMG_9946,3Gr,initial,60,1.42,127.22,89.66666667,4,Pacific,7.7C,6,1.12,100.18
IMG_9946,3Pu,initial,60,1.56,140.13,89.66666667,4,Pacific,7.7C,6,1.01,90.21
IMG_9946,1Bl,initial,60,1.1,99.04,89.66666667,4,Pacific,7.7C,6,0.71,63.91
IMG_9946,2Si,initial,60,1.12,100.34,89.66666667,4,Pacific,7.7C,6,0.96,85.7
IMG_9946,2Rd,initial,60,1.39,124.2,89.66666667,4,Pacific,7.7C,6,0.87,78.06
IMG_9946,2Pu,initial,60,1.18,106.07,89.66666667,4,Pacific,7.7C,6,0.92,82.37
IMG_9946,1Gr,initial,60,1.22,109.07,89.66666667,4,Pacific,7.7C,6,0.83,74.43
IMG_9946,2Gr,initial,60,1.24,111.22,89.66666667,4,Pacific,7.7C,6,0.93,83.23
IMG_9946,2Or,initial,60,1.2,107.97,89.66666667,4,Pacific,7.7C,6,1.1,99.04
IMG_9946,3Rd,initial,60,1.31,117.66,89.66666667,4,Pacific,7.7C,6,1.03,92.44
IMG_9946,3Si,initial,60,1.46,131.19,89.66666667,4,Pacific,7.7C,6,1.16,104.04
IMG_9946,1Or,initial,60,1.17,104.68,89.66666667,4,Pacific,7.7C,6,0.7,62.64
IMG_9946,1Wh,initial,60,1.29,115.43,89.66666667,4,Pacific,7.7C,6,0.89,80.16
IMG_9946,1Rd,initial,60,1.12,100.41,89.66666667,4,Pacific,7.7C,6,0.82,73.59
IMG_9946,3Bl,initial,60,1.46,131.32,89.66666667,4,Pacific,7.7C,6,1.27,113.89
IMG_9946,3Or,initial,60,1.39,124.95,89.66666667,4,Pacific,7.7C,6,1.06,95.35
IMG_9946,2Bl,initial,60,1.15,103.35,89.66666667,4,Pacific,7.7C,6,0.9,81.03
IMG_9946,2Wh,initial,60,1.54,137.75,89.66666667,4,Pacific,7.7C,6,0.95,84.88
IMG_9947,1Or,initial,67,1.43,86.31,60.33333333,1,Olympia,8.0C,6,1,60.53
IMG_9947,3Bl,initial,67,1.34,80.71,60.33333333,1,Olympia,8.0C,6,1,60.61
IMG_9947,2Or,initial,67,1.17,70.84,60.33333333,1,Olympia,8.0C,6,0.95,57.57
IMG_9947,2Bl,initial,67,1.75,105.65,60.33333333,1,Olympia,8.0C,6,1.46,88.06
IMG_9947,2Wh,initial,67,1.92,115.95,60.33333333,1,Olympia,8.0C,6,1.41,85.15
IMG_9947,3Rd,initial,67,1.56,94.34,60.33333333,1,Olympia,8.0C,6,1.29,77.87
IMG_9947,1Wh,initial,67,1.9,114.35,60.33333333,1,Olympia,8.0C,6,1.34,81.06
IMG_9947,3Si,initial,67,1.45,87.48,60.33333333,1,Olympia,8.0C,6,0.87,52.35
IMG_9947,1Rd,initial,67,1.32,79.63,60.33333333,1,Olympia,8.0C,6,1.1,66.48
IMG_9947,3Or,initial,67,1.89,114.13,60.33333333,1,Olympia,8.0C,6,1.67,100.66
IMG_9947,2Rd,initial,67,1.27,76.66,60.33333333,1,Olympia,8.0C,6,0.94,56.94
IMG_9947,1Gr,initial,67,1.99,120.28,60.33333333,1,Olympia,8.0C,6,1.43,86.05
IMG_9947,1Bl,initial,67,1.75,105.62,60.33333333,1,Olympia,8.0C,6,1.47,88.54
IMG_9947,3Pu,initial,67,1.42,85.56,60.33333333,1,Olympia,8.0C,6,0.94,56.57
IMG_9947,2Pu,initial,67,1.52,91.84,60.33333333,1,Olympia,8.0C,6,0.97,58.82
IMG_9947,1Pu,initial,67,1.32,79.81,60.33333333,1,Olympia,8.0C,6,0.95,57.49
IMG_9947,2Gr,initial,67,1.71,102.88,60.33333333,1,Olympia,8.0C,6,1.5,90.24
IMG_9947,3Gr,initial,67,1.75,105.36,60.33333333,1,Olympia,8.0C,6,1.17,70.77
IMG_9947,1Si,initial,67,1.88,113.23,60.33333333,1,Olympia,8.0C,6,1.25,75.6
IMG_9947,2Si,initial,67,1.86,112.01,60.33333333,1,Olympia,8.0C,6,1.31,78.82
IMG_9948,3Si,initial,68,1.31,115.69,88,4,Olympia,7.7A0.5,6,0.97,85.7
IMG_9948,3Gr,initial,68,1.81,159.33,88,4,Olympia,7.7A0.5,6,1.3,114.49
IMG_9948,2Rd,initial,68,1.9,167.19,88,4,Olympia,7.7A0.5,6,1.41,124.49
IMG_9948,1Rd,initial,68,1.56,137.3,88,4,Olympia,7.7A0.5,6,1.2,105.89
IMG_9948,2Gr,initial,68,1.2,105.72,88,4,Olympia,7.7A0.5,6,0.95,83.6
IMG_9948,3Rd,initial,68,1.39,122.41,88,4,Olympia,7.7A0.5,6,1.16,101.67
IMG_9948,1Gr,initial,68,2.4,211.12,88,4,Olympia,7.7A0.5,6,1.98,174.26
IMG_9948,1Or,initial,68,1.3,114.77,88,4,Olympia,7.7A0.5,6,1.07,94.05
IMG_9948,2Bl,initial,68,1.12,98.49,88,4,Olympia,7.7A0.5,6,0.8,70.72
IMG_9948,2Or,initial,68,1.94,170.58,88,4,Olympia,7.7A0.5,6,1.57,138.57
IMG_9948,1Si,initial,68,1.51,132.97,88,4,Olympia,7.7A0.5,6,0.98,85.8
IMG_9948,2Si,initial,68,1.89,166.64,88,4,Olympia,7.7A0.5,6,1.49,131.23
IMG_9948,3Or,initial,68,1.43,125.54,88,4,Olympia,7.7A0.5,6,1.27,111.8
IMG_9948,1Wh,initial,68,1.68,148.19,88,4,Olympia,7.7A0.5,6,1.25,109.93
IMG_9948,2Wh,initial,68,1.8,158.11,88,4,Olympia,7.7A0.5,6,1.22,107.19
IMG_9948,1Bl,initial,68,1.62,142.17,88,4,Olympia,7.7A0.5,6,1.38,121.21
IMG_9948,3Bl,initial,68,1.38,121.51,88,4,Olympia,7.7A0.5,6,1.12,98.49
IMG_9948,1Pu,initial,68,2.43,213.89,88,4,Olympia,7.7A0.5,6,1.9,167.3
IMG_9948,2Pu,initial,68,1.57,138.45,88,4,Olympia,7.7A0.5,6,1.05,92.66
IMG_9948,3Pu,initial,68,1.84,161.48,88,4,Olympia,7.7A0.5,6,1.69,148.48
IMG_9949,1Bl,initial,61,1.1,96.46,88,1,Pacific,7.7A0.5,2,0.85,75.19
IMG_9949,1Gr,initial,61,1,87.66,88,1,Pacific,7.7A0.5,2,0.73,64.13
IMG_9949,1Or,initial,61,1.04,91.53,88,1,Pacific,7.7A0.5,2,0.8,70.83
IMG_9949,1Pu,initial,61,1.11,97.94,88,1,Pacific,7.7A0.5,2,0.81,70.84
IMG_9949,1Rd,initial,61,0.98,86.47,88,1,Pacific,7.7A0.5,2,0.68,60.07
IMG_9949,1Si,initial,61,1,87.69,88,1,Pacific,7.7A0.5,2,0.94,82.8
IMG_9949,1Wh,initial,61,1.06,93.65,88,1,Pacific,7.7A0.5,2,0.9,78.77
IMG_9949,2Bl,initial,61,1.36,119.92,88,1,Pacific,7.7A0.5,2,1.02,89.94
IMG_9949,2Gr,initial,61,1.39,122.49,88,1,Pacific,7.7A0.5,2,0.86,76.01
IMG_9949,2Or,initial,61,1.12,98.23,88,1,Pacific,7.7A0.5,2,0.84,73.82
IMG_9949,2Pu,initial,61,1.18,103.79,88,1,Pacific,7.7A0.5,2,0.89,78
IMG_9949,2Rd,initial,61,1,88.23,88,1,Pacific,7.7A0.5,2,0.94,82.42
IMG_9949,2Si,initial,61,1.11,98.08,88,1,Pacific,7.7A0.5,2,0.93,82.2
IMG_9949,2Wh,initial,61,1.24,108.91,88,1,Pacific,7.7A0.5,2,0.85,75
IMG_9949,3Bl,initial,61,1.93,169.58,88,1,Pacific,7.7A0.5,2,1.17,103.08
IMG_9949,3Gr,initial,61,1.79,157.47,88,1,Pacific,7.7A0.5,2,1.44,127.02
IMG_9949,3Or,initial,61,2.03,178.62,88,1,Pacific,7.7A0.5,2,1.15,101.49
IMG_9949,3Pu,initial,61,1.83,161.12,88,1,Pacific,7.7A0.5,2,1.3,114.16
IMG_9949,3Rd,initial,61,1.61,141.51,88,1,Pacific,7.7A0.5,2,1.18,103.95
IMG_9949,3Si,initial,61,1.78,156.28,88,1,Pacific,7.7A0.5,2,1.42,125.32
IMG_9950,1Bl,initial,62,0.99,55.58,56.33333333,2,Pacific,7.7A0.5,4,0.72,40.79
IMG_9950,2Wh,initial,62,1.33,74.73,56.33333333,2,Pacific,7.7A0.5,4,0.74,41.59
IMG_9950,3Pu,initial,62,1.83,103.08,56.33333333,2,Pacific,7.7A0.5,4,1.09,61.27
IMG_9950,2Si,initial,62,1.35,76.06,56.33333333,2,Pacific,7.7A0.5,4,0.99,55.95
IMG_9950,1Rd,initial,62,0.89,50.33,56.33333333,2,Pacific,7.7A0.5,4,0.63,35.34
IMG_9950,2Bl,initial,62,1.26,70.77,56.33333333,2,Pacific,7.7A0.5,4,0.79,44.72
IMG_9950,1Pu,initial,62,0.94,52.8,56.33333333,2,Pacific,7.7A0.5,4,0.77,43.28
IMG_9950,1Si,initial,62,1.1,61.85,56.33333333,2,Pacific,7.7A0.5,4,0.89,50.09
IMG_9950,3Rd,initial,62,1.26,70.77,56.33333333,2,Pacific,7.7A0.5,4,0.97,54.78
IMG_9950,2Pu,initial,62,1.36,76.42,56.33333333,2,Pacific,7.7A0.5,4,0.99,55.9
IMG_9950,3Gr,initial,62,1.69,95.46,56.33333333,2,Pacific,7.7A0.5,4,1.07,60.21
IMG_9950,1Or,initial,62,1.04,58.67,56.33333333,2,Pacific,7.7A0.5,4,0.63,35.51
IMG_9950,2Rd,initial,62,1.29,72.92,56.33333333,2,Pacific,7.7A0.5,4,1.06,59.54
IMG_9950,3Si,initial,62,1.56,88.06,56.33333333,2,Pacific,7.7A0.5,4,1.28,71.84
IMG_9950,3Bl,initial,62,1.72,96.8,56.33333333,2,Pacific,7.7A0.5,4,1.25,70.21
IMG_9950,1Wh,initial,62,0.67,37.69,56.33333333,2,Pacific,7.7A0.5,4,0.44,25.02
IMG_9950,2Or,initial,62,1.19,66.95,56.33333333,2,Pacific,7.7A0.5,4,0.91,51.45
IMG_9950,3Or,initial,62,1.81,101.92,56.33333333,2,Pacific,7.7A0.5,4,1.34,75.73
IMG_9950,2Gr,initial,62,1.25,70.67,56.33333333,2,Pacific,7.7A0.5,4,1.06,59.65
IMG_9951,2Bl,initial,69,1.85,166.63,90,4,Olympia,8.0A0.2,2,1.54,138.65
IMG_9951,1Bl,initial,69,1.43,128.25,90,4,Olympia,8.0A0.2,2,1.09,98.41
IMG_9951,3Rd,initial,69,1.88,169.03,90,4,Olympia,8.0A0.2,2,1.42,127.95
IMG_9951,1Or,initial,69,1.5,135.42,90,4,Olympia,8.0A0.2,2,1.33,119.4
IMG_9951,3Bl,initial,69,2.37,213.58,90,4,Olympia,8.0A0.2,2,1.8,161.62
IMG_9951,1Gr,initial,69,1.66,149.09,90,4,Olympia,8.0A0.2,2,1.33,119.94
IMG_9951,2Gr,initial,69,1.78,160.08,90,4,Olympia,8.0A0.2,2,1.37,123.04
IMG_9951,2Or,initial,69,2,179.9,90,4,Olympia,8.0A0.2,2,1.69,152.21
IMG_9951,1Wh,initial,69,1.6,144.16,90,4,Olympia,8.0A0.2,2,1.16,104.24
IMG_9951,3Or,initial,69,2.05,184.68,90,4,Olympia,8.0A0.2,2,2.01,180.68
IMG_9951,3Gr,initial,69,2.22,199.42,90,4,Olympia,8.0A0.2,2,1.56,139.95
IMG_9951,2Wh,initial,69,1.74,157,90,4,Olympia,8.0A0.2,2,1.28,114.84
IMG_9951,3Pu,initial,69,1.89,170.43,90,4,Olympia,8.0A0.2,2,1.36,122.07
IMG_9951,2Pu,initial,69,1.78,160.03,90,4,Olympia,8.0A0.2,2,1.26,113.04
IMG_9951,1Pu,initial,69,1.34,120.84,90,4,Olympia,8.0A0.2,2,1,89.82
IMG_9951,2Rd,initial,69,1.63,146.51,90,4,Olympia,8.0A0.2,2,1.39,125.42
IMG_9951,1Rd,initial,69,1.49,133.96,90,4,Olympia,8.0A0.2,2,1.31,118.15
IMG_9951,1Si,initial,69,1.56,140.8,90,4,Olympia,8.0A0.2,2,1.06,95.34
IMG_9951,2Si,initial,69,1.65,148.35,90,4,Olympia,8.0A0.2,2,1.3,117.32
IMG_9951,3Si,initial,69,2.14,193.01,90,4,Olympia,8.0A0.2,2,1.58,142.28
IMG_9952,1Bl,initial,70,1.39,121.59,87.33333333,5,Olympia,8.0A0.2,6,1.05,91.27
IMG_9952,1Pu,initial,70,1.55,135.33,87.33333333,5,Olympia,8.0A0.2,6,1.12,97.75
IMG_9952,3Si,initial,70,1.92,167.28,87.33333333,5,Olympia,8.0A0.2,6,1.59,138.92
IMG_9952,2Si,initial,70,1.79,156,87.33333333,5,Olympia,8.0A0.2,6,1.29,112.93
IMG_9952,2Bl,initial,70,1.92,167.73,87.33333333,5,Olympia,8.0A0.2,6,1.4,122.46
IMG_9952,3Bl,initial,70,2.01,175.91,87.33333333,5,Olympia,8.0A0.2,6,1.69,148
IMG_9952,2Pu,initial,70,2.41,210.43,87.33333333,5,Olympia,8.0A0.2,6,2.1,183.36
IMG_9952,3Pu,initial,70,1.84,160.59,87.33333333,5,Olympia,8.0A0.2,6,1.4,122.37
IMG_9952,1Rd,initial,70,1.56,136.07,87.33333333,5,Olympia,8.0A0.2,6,1.24,108.2
IMG_9952,2Rd,initial,70,1.94,169.63,87.33333333,5,Olympia,8.0A0.2,6,1.9,166.11
IMG_9952,3Rd,initial,70,2.22,194.22,87.33333333,5,Olympia,8.0A0.2,6,1.91,166.81
IMG_9952,1Or,initial,70,1.36,119.02,87.33333333,5,Olympia,8.0A0.2,6,1.46,127.37
IMG_9952,2Or,initial,70,1.89,165.05,87.33333333,5,Olympia,8.0A0.2,6,1.57,137.12
IMG_9952,3Or,initial,70,2.07,181.2,87.33333333,5,Olympia,8.0A0.2,6,1.61,140.41
IMG_9952,1Gr,initial,70,1.7,148.25,87.33333333,5,Olympia,8.0A0.2,6,1.33,116.31
IMG_9952,2Gr,initial,70,1.92,168,87.33333333,5,Olympia,8.0A0.2,6,1.37,119.96
IMG_9952,3Gr,initial,70,2.21,193.07,87.33333333,5,Olympia,8.0A0.2,6,1.78,155.15
IMG_9952,1Wh,initial,70,1.92,167.38,87.33333333,5,Olympia,8.0A0.2,6,1.16,101.69
IMG_9952,2Wh,initial,70,1.31,114.79,87.33333333,5,Olympia,8.0A0.2,6,1.64,143.63
IMG_9952,1Si,initial,70,1.45,126.96,87.33333333,5,Olympia,8.0A0.2,6,1.12,97.67
IMG_9953,1Gr,initial,71,1.04,91.92,88.33333333,4,Olympia,7.7A0.5,2,0.98,86.98
IMG_9953,3Or,initial,71,2.23,196.8,88.33333333,4,Olympia,7.7A0.5,2,1.77,155.96
IMG_9953,2Or,initial,71,1.78,156.86,88.33333333,4,Olympia,7.7A0.5,2,1.63,144.09
IMG_9953,2Gr,initial,71,1.66,146.84,88.33333333,4,Olympia,7.7A0.5,2,1.27,111.97
IMG_9953,1Rd,initial,71,1.61,142.61,88.33333333,4,Olympia,7.7A0.5,2,1.2,105.65
IMG_9953,3Gr,initial,71,1.21,107.06,88.33333333,4,Olympia,7.7A0.5,2,1.04,91.79
IMG_9953,3Rd,initial,71,1.73,153.01,88.33333333,4,Olympia,7.7A0.5,2,1.39,123
IMG_9953,2Rd,initial,71,1.39,122.8,88.33333333,4,Olympia,7.7A0.5,2,1.12,98.72
IMG_9953,2Wh,initial,71,1.35,119.44,88.33333333,4,Olympia,7.7A0.5,2,1.09,96.18
IMG_9953,1Si,initial,71,1.16,102.45,88.33333333,4,Olympia,7.7A0.5,2,0.92,80.92
IMG_9953,3Pu,initial,71,1.37,121.02,88.33333333,4,Olympia,7.7A0.5,2,1,88.41
IMG_9953,1Wh,initial,71,1.2,106.4,88.33333333,4,Olympia,7.7A0.5,2,0.91,80.8
IMG_9953,2Bl,initial,71,1.28,113.22,88.33333333,4,Olympia,7.7A0.5,2,1.03,90.61
IMG_9953,2Si,initial,71,1.75,154.67,88.33333333,4,Olympia,7.7A0.5,2,1.12,99.2
IMG_9953,3Si,initial,71,2.36,208.39,88.33333333,4,Olympia,7.7A0.5,2,1.83,161.7
IMG_9953,1Bl,initial,71,1.05,92.66,88.33333333,4,Olympia,7.7A0.5,2,0.85,75.15
IMG_9953,1Pu,initial,71,1.17,103.41,88.33333333,4,Olympia,7.7A0.5,2,0.94,83.2
IMG_9953,2Pu,initial,71,1.22,107.49,88.33333333,4,Olympia,7.7A0.5,2,0.99,87.66
IMG_9953,1Or,initial,71,1.21,106.52,88.33333333,4,Olympia,7.7A0.5,2,1.2,105.77
IMG_9953,3Bl,initial,71,2.01,177.82,88.33333333,4,Olympia,7.7A0.5,2,1.38,121.52
IMG_9954,1Si,initial,63,1.05,93.23,88.66666667,5,Pacific,7.7C,2,0.75,66.92
IMG_9954,1Bl,initial,63,1.02,90.44,88.66666667,5,Pacific,7.7C,2,0.62,55.23
IMG_9954,1Rd,initial,63,0.62,54.71,88.66666667,5,Pacific,7.7C,2,0.49,43.32
IMG_9954,2Si,initial,63,1.28,113.6,88.66666667,5,Pacific,7.7C,2,0.91,80.78
IMG_9954,3Si,initial,63,1.22,107.9,88.66666667,5,Pacific,7.7C,2,0.84,74.43
IMG_9954,1Or,initial,63,0.97,86.45,88.66666667,5,Pacific,7.7C,2,0.69,61.29
IMG_9954,3Pu,initial,63,1.55,137.42,88.66666667,5,Pacific,7.7C,2,1.31,116.36
IMG_9954,2Bl,initial,63,1.12,99.4,88.66666667,5,Pacific,7.7C,2,0.88,78.19
IMG_9954,2Rd,initial,63,1.11,98.72,88.66666667,5,Pacific,7.7C,2,0.83,73.98
IMG_9954,3Bl,initial,63,2.06,182.24,88.66666667,5,Pacific,7.7C,2,1.42,125.94
IMG_9954,2Or,initial,63,1.21,107.2,88.66666667,5,Pacific,7.7C,2,0.87,77.39
IMG_9954,2Wh,initial,63,1.01,89.94,88.66666667,5,Pacific,7.7C,2,0.81,72.2
IMG_9954,1Wh,initial,63,1.03,91.39,88.66666667,5,Pacific,7.7C,2,0.74,65.19
IMG_9954,3Rd,initial,63,1.69,150.14,88.66666667,5,Pacific,7.7C,2,1.38,122.17
IMG_9954,3Or,initial,63,1.75,154.97,88.66666667,5,Pacific,7.7C,2,1.41,124.96
IMG_9954,2Pu,initial,63,1.12,98.87,88.66666667,5,Pacific,7.7C,2,0.82,72.36
IMG_9954,1Pu,initial,63,0.88,78.36,88.66666667,5,Pacific,7.7C,2,0.61,54.28
IMG_9954,1Gr,initial,63,1.04,92,88.66666667,5,Pacific,7.7C,2,0.85,75.77
IMG_9954,2Gr,initial,63,1.11,98.3,88.66666667,5,Pacific,7.7C,2,0.77,68.58
IMG_9954,3Gr,initial,63,1.31,115.93,88.66666667,5,Pacific,7.7C,2,1.09,96.64
IMG_9955,3Gr,initial,72,1.84,162.6,88.33333333,5,Olympia,7.7A0.5,6,1.46,129.12
IMG_9955,1Si,initial,72,1.35,119.22,88.33333333,5,Olympia,7.7A0.5,6,1.18,103.82
IMG_9955,1Pu,initial,72,1.13,99.64,88.33333333,5,Olympia,7.7A0.5,6,0.85,75.17
IMG_9955,2Gr,initial,72,1.53,135.37,88.33333333,5,Olympia,7.7A0.5,6,1.21,106.83
IMG_9955,3Rd,initial,72,2.04,180.4,88.33333333,5,Olympia,7.7A0.5,6,1.74,153.54
IMG_9955,1Gr,initial,72,1.25,110.45,88.33333333,5,Olympia,7.7A0.5,6,0.88,78.1
IMG_9955,2Wh,initial,72,1.96,173.14,88.33333333,5,Olympia,7.7A0.5,6,1.53,135.11
IMG_9955,2Rd,initial,72,2.14,189.39,88.33333333,5,Olympia,7.7A0.5,6,1.67,147.73
IMG_9955,1Wh,initial,72,1.56,138.08,88.33333333,5,Olympia,7.7A0.5,6,1.06,93.68
IMG_9955,2Bl,initial,72,1.28,113.16,88.33333333,5,Olympia,7.7A0.5,6,0.9,79.63
IMG_9955,3Bl,initial,72,1.61,142.58,88.33333333,5,Olympia,7.7A0.5,6,1.19,104.79
IMG_9955,2Or,initial,72,1.61,142.08,88.33333333,5,Olympia,7.7A0.5,6,1.29,114.16
IMG_9955,3Or,initial,72,1.6,141.38,88.33333333,5,Olympia,7.7A0.5,6,1.3,114.95
IMG_9955,1Or,initial,72,1.37,121.26,88.33333333,5,Olympia,7.7A0.5,6,1.03,91.29
IMG_9955,2Si,initial,72,1.39,122.43,88.33333333,5,Olympia,7.7A0.5,6,1.05,92.35
IMG_9955,3Si,initial,72,1.15,101.17,88.33333333,5,Olympia,7.7A0.5,6,1.01,89.4
IMG_9955,2Pu,initial,72,1.39,123.05,88.33333333,5,Olympia,7.7A0.5,6,1.15,101.29
IMG_9955,3Pu,initial,72,1.42,125.58,88.33333333,5,Olympia,7.7A0.5,6,1.01,89.16
IMG_9955,1Bl,initial,72,1.19,104.84,88.33333333,5,Olympia,7.7A0.5,6,0.85,75.05
IMG_9955,1Rd,initial,72,1.32,116.44,88.33333333,5,Olympia,7.7A0.5,6,1.28,112.81
IMG_9956,3Rd,initial,64,1.75,154.78,88.66666667,1,Pacific,7.7A0.2,6,0.93,82.57
IMG_9956,2Bl,initial,64,1.66,146.82,88.66666667,1,Pacific,7.7A0.2,6,1.56,138.22
IMG_9956,2Wh,initial,64,1.09,96.52,88.66666667,1,Pacific,7.7A0.2,6,0.79,70.33
IMG_9956,1Rd,initial,64,0.85,75.19,88.66666667,1,Pacific,7.7A0.2,6,0.77,68.31
IMG_9956,2Rd,initial,64,1.56,138.13,88.66666667,1,Pacific,7.7A0.2,6,0.93,82.22
IMG_9956,1Wh,initial,64,1.32,116.76,88.66666667,1,Pacific,7.7A0.2,6,0.9,79.71
IMG_9956,3Pu,initial,64,1.7,150.44,88.66666667,1,Pacific,7.7A0.2,6,1.11,98.31
IMG_9956,1Bl,initial,64,0.92,81.27,88.66666667,1,Pacific,7.7A0.2,6,0.7,61.91
IMG_9956,3Bl,initial,64,1.6,141.99,88.66666667,1,Pacific,7.7A0.2,6,1.02,90.03
IMG_9956,3Or,initial,64,1.52,134.63,88.66666667,1,Pacific,7.7A0.2,6,1.02,90.15
IMG_9956,1Pu,initial,64,0.89,79.25,88.66666667,1,Pacific,7.7A0.2,6,0.7,61.85
IMG_9956,2Pu,initial,64,1.33,118.23,88.66666667,1,Pacific,7.7A0.2,6,0.93,82.2
IMG_9956,3Si,initial,64,1.56,138.58,88.66666667,1,Pacific,7.7A0.2,6,1.16,102.55
IMG_9956,2Si,initial,64,0.88,78.41,88.66666667,1,Pacific,7.7A0.2,6,0.63,55.58
IMG_9956,1Si,initial,64,1.73,153.24,88.66666667,1,Pacific,7.7A0.2,6,1.07,94.54
IMG_9956,2Or,initial,64,1.46,129.5,88.66666667,1,Pacific,7.7A0.2,6,1.1,97.74
IMG_9956,1Gr,initial,64,0.82,73.11,88.66666667,1,Pacific,7.7A0.2,6,0.56,49.41
IMG_9956,3Gr,initial,64,1.84,162.94,88.66666667,1,Pacific,7.7A0.2,6,1.42,125.6
IMG_9956,2Gr,initial,64,1.19,105.12,88.66666667,1,Pacific,7.7A0.2,6,0.85,75.18
IMG_9956,1Or,initial,64,0.79,69.84,88.66666667,1,Pacific,7.7A0.2,6,0.58,51.85
IMG_9957,1Gr,initial,73,1,91.01,91.33333333,1,Olympia,8.0A0.2,0,0.8,73.16
IMG_9957,3Gr,initial,73,1.48,134.84,91.33333333,1,Olympia,8.0A0.2,0,1.26,115.11
IMG_9957,3Or,initial,73,1.4,128.28,91.33333333,1,Olympia,8.0A0.2,0,1.24,113.18
IMG_9957,1Rd,initial,73,1.35,123.55,91.33333333,1,Olympia,8.0A0.2,0,0.98,89.89
IMG_9957,2Si,initial,73,1.18,108.19,91.33333333,1,Olympia,8.0A0.2,0,0.88,80.5
IMG_9957,2Wh,initial,73,1.36,124.47,91.33333333,1,Olympia,8.0A0.2,0,1.2,109.29
IMG_9957,3Si,initial,73,1.45,132.01,91.33333333,1,Olympia,8.0A0.2,0,1.14,103.81
IMG_9957,3Pu,initial,73,1.56,142.87,91.33333333,1,Olympia,8.0A0.2,0,1.33,121.49
IMG_9957,1Wh,initial,73,1.03,94.49,91.33333333,1,Olympia,8.0A0.2,0,0.79,72.35
IMG_9957,1Bl,initial,73,1.12,102.2,91.33333333,1,Olympia,8.0A0.2,0,0.85,77.99
IMG_9957,2Pu,initial,73,1.23,112.18,91.33333333,1,Olympia,8.0A0.2,0,1.03,94.11
IMG_9957,1Pu,initial,73,1.17,107.08,91.33333333,1,Olympia,8.0A0.2,0,1.12,102.26
IMG_9957,2Bl,initial,73,1.22,111.29,91.33333333,1,Olympia,8.0A0.2,0,0.96,87.46
IMG_9957,2Gr,initial,73,1.34,122.71,91.33333333,1,Olympia,8.0A0.2,0,1.02,93.2
IMG_9957,3Rd,initial,73,1.36,124.58,91.33333333,1,Olympia,8.0A0.2,0,1.12,102.02
IMG_9957,1Si,initial,73,1.11,101.7,91.33333333,1,Olympia,8.0A0.2,0,0.94,85.47
IMG_9957,2Rd,initial,73,1.13,103.26,91.33333333,1,Olympia,8.0A0.2,0,1.04,95.3
IMG_9957,2Or,initial,73,1.24,113.56,91.33333333,1,Olympia,8.0A0.2,0,0.97,88.57
IMG_9957,1Or,initial,73,1.29,117.56,91.33333333,1,Olympia,8.0A0.2,0,0.96,87.5
IMG_9957,3Bl,initial,73,1.61,147.18,91.33333333,1,Olympia,8.0A0.2,0,1.13,103.21
IMG_9958,2Si,initial,65,1.16,100.9,87.33333333,5,Pacific,8.0C,6,0.83,72.52
IMG_9958,2Wh,initial,65,1.17,102.61,87.33333333,5,Pacific,8.0C,6,0.95,83.02
IMG_9958,1Or,initial,65,1,87.24,87.33333333,5,Pacific,8.0C,6,0.69,60.17
IMG_9958,2Gr,initial,65,1.23,107.52,87.33333333,5,Pacific,8.0C,6,0.9,78.26
IMG_9958,2Bl,initial,65,1.15,100.44,87.33333333,5,Pacific,8.0C,6,0.97,85
IMG_9958,1Bl,initial,65,1.14,99.82,87.33333333,5,Pacific,8.0C,6,0.84,73.25
IMG_9958,3Si,initial,65,1.25,109.11,87.33333333,5,Pacific,8.0C,6,1.03,89.56
IMG_9958,1Gr,initial,65,0.99,86.68,87.33333333,5,Pacific,8.0C,6,0.74,64.54
IMG_9958,2Pu,initial,65,1,87.01,87.33333333,5,Pacific,8.0C,6,0.77,67.01
IMG_9958,1Si,initial,65,0.62,54.49,87.33333333,5,Pacific,8.0C,6,0.53,45.97
IMG_9958,1Pu,initial,65,0.94,81.84,87.33333333,5,Pacific,8.0C,6,0.75,65.51
IMG_9958,1Wh,initial,65,1.14,99.64,87.33333333,5,Pacific,8.0C,6,0.71,62.43
IMG_9958,1Rd,initial,65,1.11,97.13,87.33333333,5,Pacific,8.0C,6,0.75,65.19
IMG_9958,3Bl,initial,65,1.36,119.01,87.33333333,5,Pacific,8.0C,6,1.29,112.81
IMG_9958,3Rd,initial,65,1.9,165.95,87.33333333,5,Pacific,8.0C,6,1.28,111.83
IMG_9958,3Or,initial,65,1.73,151.29,87.33333333,5,Pacific,8.0C,6,1.4,122.2
IMG_9958,2Rd,initial,65,1.17,102.58,87.33333333,5,Pacific,8.0C,6,0.94,82.29
IMG_9958,2Or,initial,65,1.13,98.51,87.33333333,5,Pacific,8.0C,6,1,87.16
IMG_9958,3Pu,initial,65,1.44,125.72,87.33333333,5,Pacific,8.0C,6,0.93,81.01
IMG_9958,3Gr,initial,65,1.65,143.89,87.33333333,5,Pacific,8.0C,6,1.19,103.5
IMG_9959,1Gr,initial,74,1.29,113.53,88,4,Olympia,8.0A0.2,6,0.74,83.86
